Y,EAR,MAR,,,,,,,,,,,,,,,,
10,0.31,20.33,,,,,,,,,,,,,,,,
10,0.3,22.33,,,,,,,,,,,,,,,,
10,0.29,21.5,,,,,,,,,,,,,,,,
10,0.32,23.5,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.33,21.83,,,,,,,,,,,,,,,,
10,0.33,22.17,,,,,,,,,,,,,,,,
10,0.33,22.17,,,,,,,,,,,,,,,,
10,0.32,23,,,,,,,,,,,,,,,,
10,0.25,22.5,,,,,,,,,,,,,,,,
10,0.33,21.83,,,,,,,,,,,,,,,,
10,0.34,21.17,,,,,,,,,,,,,,,,
10,0.28,22.33,,,,,,,,,,,,,,,,
10,0.33,21,,,,,,,,,,,,,,,,
10,0.24,13,,,,,,,,,,,,,,,,
10,0.24,13,,,,,,,,,,,,,,,,
10,0.19,10.17,,,,,,,,,,,,,,,,
10,0.19,10.17,,,,,,,,,,,,,,,,
10,0.17,10.33,,,,,,,,,,,,,,,,
10,0.18,9.17,,,,,,,,,,,,,,,,
10,0.17,9.83,,,,,,,,,,,,,,,,
10,0.16,9.17,,,,,,,,,,,,,,,,
10,0.16,9.17,,,,,,,,,,,,,,,,
10,0.17,8.67,,,,,,,,,,,,,,,,
10,0.16,8.5,,,,,,,,,,,,,,,,
10,0.19,9,,,,,,,,,,,,,,,,
10,0.2,9.17,,,,,,,,,,,,,,,,
10,0.17,8.83,,,,,,,,,,,,,,,,
10,0.17,8.83,,,,,,,,,,,,,,,,
10,0.2,9.33,,,,,,,,,,,,,,,,
10,0.24,9,,,,,,,,,,,,,,,,
5,0.29,8.5,,,,,,,,,,,,,,,,
5,0.27,8.67,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.29,8.67,,,,,,,,,,,,,,,,
5,0.29,9,,,,,,,,,,,,,,,,
10,0.23,9.33,,,,,,,,,,,,,,,,
5,0.28,8.67,,,,,,,,,,,,,,,,
5,0.28,9.17,,,,,,,,,,,,,,,,
5,0.28,9.17,,,,,,,,,,,,,,,,
5,0.26,8.83,,,,,,,,,,,,,,,,
10,0.24,9.33,,,,,,,,,,,,,,,,
5,0.26,9.17,,,,,,,,,,,,,,,,
10,0.23,9.33,,,,,,,,,,,,,,,,
5,0.28,8.83,,,,,,,,,,,,,,,,
10,0.21,9.33,,,,,,,,,,,,,,,,
5,0.26,9.5,,,,,,,,,,,,,,,,
5,0.26,9.5,,,,,,,,,,,,,,,,
10,0.24,9.17,,,,,,,,,,,,,,,,
10,0.23,9,,,,,,,,,,,,,,,,
5,0.27,9.67,,,,,,,,,,,,,,,,
5,0.27,9.67,,,,,,,,,,,,,,,,
10,0.22,9,,,,,,,,,,,,,,,,
10,0.22,9,,,,,,,,,,,,,,,,
5,0.28,8.83,,,,,,,,,,,,,,,,
5,0.29,8.83,,,,,,,,,,,,,,,,
5,0.26,9.33,,,,,,,,,,,,,,,,
5,0.28,9,,,,,,,,,,,,,,,,
5,0.26,9.5,,,,,,,,,,,,,,,,
10,0.19,9,,,,,,,,,,,,,,,,
5,0.26,9.5,,,,,,,,,,,,,,,,
10,0.23,9.5,,,,,,,,,,,,,,,,
5,0.26,9.83,,,,,,,,,,,,,,,,
5,0.26,9.83,,,,,,,,,,,,,,,,
5,0.25,10,,,,,,,,,,,,,,,,
5,0.29,9.83,,,,,,,,,,,,,,,,
5,0.29,9.83,,,,,,,,,,,,,,,,
5,0.29,8.67,,,,,,,,,,,,,,,,
10,0.24,9.17,,,,,,,,,,,,,,,,
5,0.29,9.67,,,,,,,,,,,,,,,,
5,0.28,8.67,,,,,,,,,,,,,,,,
5,0.29,9.67,,,,,,,,,,,,,,,,
5,0.31,9,,,,,,,,,,,,,,,,
5,0.3,10.17,,,,,,,,,,,,,,,,
5,0.25,9.67,,,,,,,,,,,,,,,,
5,0.25,9.67,,,,,,,,,,,,,,,,
5,0.27,9.83,,,,,,,,,,,,,,,,
10,0.23,9.67,,,,,,,,,,,,,,,,
10,0.21,9.83,,,,,,,,,,,,,,,,
10,0.21,9.83,,,,,,,,,,,,,,,,
5,0.3,9.83,,,,,,,,,,,,,,,,
5,0.26,11.33,,,,,,,,,,,,,,,,
10,0.24,9.5,,,,,,,,,,,,,,,,
10,0.22,10.5,,,,,,,,,,,,,,,,
10,0.22,10.5,,,,,,,,,,,,,,,,
10,0.22,10.83,,,,,,,,,,,,,,,,
5,0.25,9,,,,,,,,,,,,,,,,
10,0.21,11,,,,,,,,,,,,,,,,
10,0.21,11,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
10,0.22,11.17,,,,,,,,,,,,,,,,
10,0.23,10.67,,,,,,,,,,,,,,,,
10,0.22,10.67,,,,,,,,,,,,,,,,
10,0.22,10.67,,,,,,,,,,,,,,,,
10,0.21,10,,,,,,,,,,,,,,,,
5,0.25,10.67,,,,,,,,,,,,,,,,
10,0.24,10,,,,,,,,,,,,,,,,
10,0.23,11,,,,,,,,,,,,,,,,
5,0.25,9.83,,,,,,,,,,,,,,,,
5,0.25,9.83,,,,,,,,,,,,,,,,
10,0.23,10.67,,,,,,,,,,,,,,,,
10,0.24,10.17,,,,,,,,,,,,,,,,
10,0.22,10.5,,,,,,,,,,,,,,,,
10,0.22,9.83,,,,,,,,,,,,,,,,
10,0.23,10.17,,,,,,,,,,,,,,,,
10,0.22,11.17,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
5,0.26,10.83,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
10,0.24,10.67,,,,,,,,,,,,,,,,
5,0.25,9.83,,,,,,,,,,,,,,,,
10,0.24,9.5,,,,,,,,,,,,,,,,
10,0.23,10.17,,,,,,,,,,,,,,,,
10,0.23,10.83,,,,,,,,,,,,,,,,
10,0.23,10.67,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
10,0.23,10.33,,,,,,,,,,,,,,,,
10,0.23,9.83,,,,,,,,,,,,,,,,
10,0.23,9.83,,,,,,,,,,,,,,,,
10,0.22,9.67,,,,,,,,,,,,,,,,
10,0.23,10.5,,,,,,,,,,,,,,,,
5,0.25,10,,,,,,,,,,,,,,,,
5,0.25,9.5,,,,,,,,,,,,,,,,
10,0.24,10.17,,,,,,,,,,,,,,,,
5,0.25,10.33,,,,,,,,,,,,,,,,
5,0.25,10.5,,,,,,,,,,,,,,,,
5,0.27,10.83,,,,,,,,,,,,,,,,
5,0.25,10.67,,,,,,,,,,,,,,,,
10,0.24,2.33,,,,,,,,,,,,,,,,
10,0.24,2.33,,,,,,,,,,,,,,,,
10,0.24,2.33,,,,,,,,,,,,,,,,
5,0.27,2.83,,,,,,,,,,,,,,,,
5,0.27,2.83,,,,,,,,,,,,,,,,
10,0.23,1.17,,,,,,,,,,,,,,,,
10,0.23,1.17,,,,,,,,,,,,,,,,
10,0.22,0.5,,,,,,,,,,,,,,,,
10,0.22,0.5,,,,,,,,,,,,,,,,
5,0.26,1.67,,,,,,,,,,,,,,,,
5,0.26,1.67,,,,,,,,,,,,,,,,
5,0.32,0.5,,,,,,,,,,,,,,,,
5,0.31,5.83,,,,,,,,,,,,,,,,
5,0.31,5.83,,,,,,,,,,,,,,,,
5,0.3,3.17,,,,,,,,,,,,,,,,
5,0.3,2.33,,,,,,,,,,,,,,,,
5,0.3,2.33,,,,,,,,,,,,,,,,
5,0.3,2.33,,,,,,,,,,,,,,,,
5,0.29,1.5,,,,,,,,,,,,,,,,
5,0.29,1.5,,,,,,,,,,,,,,,,
5,0.25,0.67,,,,,,,,,,,,,,,,
5,0.26,1.67,,,,,,,,,,,,,,,,
5,0.26,1.67,,,,,,,,,,,,,,,,
5,0.26,3.5,,,,,,,,,,,,,,,,
5,0.26,3.5,,,,,,,,,,,,,,,,
5,0.26,3,,,,,,,,,,,,,,,,
5,0.25,3.83,,,,,,,,,,,,,,,,
5,0.25,5,,,,,,,,,,,,,,,,
5,0.25,5,,,,,,,,,,,,,,,,
5,0.32,8.83,,,,,,,,,,,,,,,,
5,0.3,8.67,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.3,9.67,,,,,,,,,,,,,,,,
5,0.3,9.67,,,,,,,,,,,,,,,,
5,0.32,9.83,,,,,,,,,,,,,,,,
5,0.32,9.83,,,,,,,,,,,,,,,,
5,0.32,10.83,,,,,,,,,,,,,,,,
5,0.32,10.83,,,,,,,,,,,,,,,,
5,0.34,10.33,,,,,,,,,,,,,,,,
5,0.31,10.33,,,,,,,,,,,,,,,,
5,0.31,10.33,,,,,,,,,,,,,,,,
5,0.31,10.33,,,,,,,,,,,,,,,,
5,0.33,9.83,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.27,10.67,,,,,,,,,,,,,,,,
5,0.26,9.83,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.29,11.17,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.29,11.5,,,,,,,,,,,,,,,,
5,0.29,10.83,,,,,,,,,,,,,,,,
5,0.29,10.83,,,,,,,,,,,,,,,,
5,0.3,10,,,,,,,,,,,,,,,,
5,0.3,10,,,,,,,,,,,,,,,,
5,0.25,10,,,,,,,,,,,,,,,,
5,0.31,10.83,,,,,,,,,,,,,,,,
5,0.31,10.83,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.27,10.67,,,,,,,,,,,,,,,,
5,0.27,10.67,,,,,,,,,,,,,,,,
5,0.28,9.83,,,,,,,,,,,,,,,,
5,0.29,11.67,,,,,,,,,,,,,,,,
5,0.28,11,,,,,,,,,,,,,,,,
5,0.28,11,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.33,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.32,10.33,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.28,10,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.27,11.33,,,,,,,,,,,,,,,,
5,0.27,11.33,,,,,,,,,,,,,,,,
10,0.21,10.5,,,,,,,,,,,,,,,,
10,0.21,10.5,,,,,,,,,,,,,,,,
10,0.21,9.83,,,,,,,,,,,,,,,,
10,0.21,9.83,,,,,,,,,,,,,,,,
10,0.19,10.33,,,,,,,,,,,,,,,,
10,0.18,10.17,,,,,,,,,,,,,,,,
10,0.18,10.17,,,,,,,,,,,,,,,,
10,0.18,10.17,,,,,,,,,,,,,,,,
10,0.18,10.17,,,,,,,,,,,,,,,,
10,0.18,10.17,,,,,,,,,,,,,,,,
10,0.21,10.83,,,,,,,,,,,,,,,,
10,0.23,9.67,,,,,,,,,,,,,,,,
10,0.23,9.67,,,,,,,,,,,,,,,,
10,0.23,10.33,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
5,0.27,10.33,,,,,,,,,,,,,,,,
5,0.27,10.33,,,,,,,,,,,,,,,,
5,0.27,10.33,,,,,,,,,,,,,,,,
5,0.27,10.33,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.29,10.5,,,,,,,,,,,,,,,,
5,0.3,10.5,,,,,,,,,,,,,,,,
5,0.3,10.5,,,,,,,,,,,,,,,,
5,0.29,10.67,,,,,,,,,,,,,,,,
5,0.29,10,,,,,,,,,,,,,,,,
5,0.29,10.67,,,,,,,,,,,,,,,,
5,0.29,10.67,,,,,,,,,,,,,,,,
5,0.29,10.67,,,,,,,,,,,,,,,,
5,0.3,10.67,,,,,,,,,,,,,,,,
5,0.28,10.33,,,,,,,,,,,,,,,,
5,0.25,11,,,,,,,,,,,,,,,,
5,0.25,11,,,,,,,,,,,,,,,,
5,0.3,10,,,,,,,,,,,,,,,,
5,0.3,11.17,,,,,,,,,,,,,,,,
5,0.3,11.17,,,,,,,,,,,,,,,,
5,0.3,11.17,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.28,10.83,,,,,,,,,,,,,,,,
5,0.3,11.17,,,,,,,,,,,,,,,,
5,0.29,11,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.28,10.67,,,,,,,,,,,,,,,,
5,0.28,10.17,,,,,,,,,,,,,,,,
5,0.28,10.17,,,,,,,,,,,,,,,,
5,0.27,11.17,,,,,,,,,,,,,,,,
5,0.27,11.17,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,10.5,,,,,,,,,,,,,,,,
5,0.28,9.83,,,,,,,,,,,,,,,,
5,0.28,9.83,,,,,,,,,,,,,,,,
5,0.29,10.67,,,,,,,,,,,,,,,,
5,0.28,11,,,,,,,,,,,,,,,,
5,0.28,10.33,,,,,,,,,,,,,,,,
5,0.28,11.17,,,,,,,,,,,,,,,,
5,0.28,11.17,,,,,,,,,,,,,,,,
5,0.29,11.33,,,,,,,,,,,,,,,,
5,0.27,11.33,,,,,,,,,,,,,,,,
5,0.27,11.33,,,,,,,,,,,,,,,, 
5,0.28,11.33,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.29,10.83,,,,,,,,,,,,,,,,
5,0.29,10.33,,,,,,,,,,,,,,,,
5,0.25,10.33,,,,,,,,,,,,,,,,
5,0.26,10.33,,,,,,,,,,,,,,,,
5,0.26,10.17,,,,,,,,,,,,,,,,
5,0.28,10.17,,,,,,,,,,,,,,,,
5,0.28,9.83,,,,,,,,,,,,,,,,
5,0.28,9.83,,,,,,,,,,,,,,,,
5,0.28,9.33,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.28,8.83,,,,,,,,,,,,,,,,
5,0.28,9.67,,,,,,,,,,,,,,,,
5,0.28,9.67,,,,,,,,,,,,,,,,
5,0.25,10.17,,,,,,,,,,,,,,,,
5,0.25,10.17,,,,,,,,,,,,,,,,
10,0.22,9.33,,,,,,,,,,,,,,,,
10,0.22,9.33,,,,,,,,,,,,,,,,
10,0.21,8.5,,,,,,,,,,,,,,,,
10,0.21,8.5,,,,,,,,,,,,,,,,
10,0.19,9,,,,,,,,,,,,,,,,
10,0.19,9,,,,,,,,,,,,,,,,
10,0.19,9,,,,,,,,,,,,,,,,
10,0.2,8.33,,,,,,,,,,,,,,,,
10,0.23,9.33,,,,,,,,,,,,,,,,
10,0.23,9.33,,,,,,,,,,,,,,,,
10,0.19,10.33,,,,,,,,,,,,,,,,
10,0.19,10.33,,,,,,,,,,,,,,,,
10,0.19,10.33,,,,,,,,,,,,,,,,
10,0.2,9.67,,,,,,,,,,,,,,,,
10,0.2,9.67,,,,,,,,,,,,,,,,
10,0.22,9.17,,,,,,,,,,,,,,,,
10,0.22,9.17,,,,,,,,,,,,,,,,
10,0.22,8.83,,,,,,,,,,,,,,,,
10,0.22,8.83,,,,,,,,,,,,,,,,
10,0.22,8.83,,,,,,,,,,,,,,,,
10,0.2,9.17,,,,,,,,,,,,,,,,
10,0.2,8.83,,,,,,,,,,,,,,,,
10,0.23,8.5,,,,,,,,,,,,,,,,
10,0.23,8.5,,,,,,,,,,,,,,,,
10,0.23,8.5,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
10,0.22,9.67,,,,,,,,,,,,,,,,
10,0.22,9.67,,,,,,,,,,,,,,,,
10,0.24,9.17,,,,,,,,,,,,,,,,
10,0.24,9.17,,,,,,,,,,,,,,,,
10,0.24,9.17,,,,,,,,,,,,,,,,
5,0.27,9.67,,,,,,,,,,,,,,,,
5,0.27,9.67,,,,,,,,,,,,,,,,
5,0.25,8.33,,,,,,,,,,,,,,,,
5,0.25,8.33,,,,,,,,,,,,,,,,
5,0.26,9.33,,,,,,,,,,,,,,,,
5,0.26,9.33,,,,,,,,,,,,,,,,
5,0.29,10.83,,,,,,,,,,,,,,,,
5,0.29,10.83,,,,,,,,,,,,,,,,
10,0.23,14.83,,,,,,,,,,,,,,,,
10,0.23,14.83,,,,,,,,,,,,,,,,
5,0.26,14.33,,,,,,,,,,,,,,,,
5,0.26,14.33,,,,,,,,,,,,,,,,
10,0.23,14.67,,,,,,,,,,,,,,,,
10,0.23,14.67,,,,,,,,,,,,,,,,
10,0.23,14.67,,,,,,,,,,,,,,,,
5,0.26,15.83,,,,,,,,,,,,,,,,
5,0.26,15.83,,,,,,,,,,,,,,,,
5,0.26,15.67,,,,,,,,,,,,,,,,
5,0.26,15.67,,,,,,,,,,,,,,,,
5,0.25,15.83,,,,,,,,,,,,,,,,
5,0.25,15.83,,,,,,,,,,,,,,,,
5,0.25,15.83,,,,,,,,,,,,,,,,
5,0.32,15.83,,,,,,,,,,,,,,,,
5,0.32,15.83,,,,,,,,,,,,,,,,
5,0.27,16.33,,,,,,,,,,,,,,,,
5,0.27,16.33,,,,,,,,,,,,,,,,
5,0.26,12.5,,,,,,,,,,,,,,,,
5,0.26,12.5,,,,,,,,,,,,,,,,
5,0.29,15.83,,,,,,,,,,,,,,,,
5,0.29,15.83,,,,,,,,,,,,,,,,
5,0.28,15.5,,,,,,,,,,,,,,,,
5,0.28,15.5,,,,,,,,,,,,,,,,
5,0.28,15.5,,,,,,,,,,,,,,,,
5,0.29,11.67,,,,,,,,,,,,,,,,
5,0.29,11.67,,,,,,,,,,,,,,,,
5,0.33,8.17,,,,,,,,,,,,,,,,
5,0.33,8.17,,,,,,,,,,,,,,,,
5,0.32,11.83,,,,,,,,,,,,,,,,
5,0.32,11.83,,,,,,,,,,,,,,,,
5,0.27,13.83,,,,,,,,,,,,,,,,
5,0.28,14.33,,,,,,,,,,,,,,,,
5,0.28,14.33,,,,,,,,,,,,,,,,
5,0.28,14.33,,,,,,,,,,,,,,,,
0,0.36,11.67,,,,,,,,,,,,,,,,
0,0.36,11.67,,,,,,,,,,,,,,,,
5,0.34,11.5,,,,,,,,,,,,,,,,
5,0.34,11.5,,,,,,,,,,,,,,,,
0,0.37,13.67,,,,,,,,,,,,,,,,
0,0.37,13.67,,,,,,,,,,,,,,,,
0,0.36,11.33,,,,,,,,,,,,,,,,
0,0.36,11.33,,,,,,,,,,,,,,,,
5,0.34,14.5,,,,,,,,,,,,,,,,
5,0.34,14.5,,,,,,,,,,,,,,,,
5,0.34,14.5,,,,,,,,,,,,,,,,
5,0.27,15.83,,,,,,,,,,,,,,,,
5,0.27,15.83,,,,,,,,,,,,,,,,
5,0.27,15.83,,,,,,,,,,,,,,,,
5,0.33,16,,,,,,,,,,,,,,,,
5,0.33,16,,,,,,,,,,,,,,,,
5,0.26,14,,,,,,,,,,,,,,,,
5,0.26,14,,,,,,,,,,,,,,,,
5,0.25,14.33,,,,,,,,,,,,,,,,
5,0.25,14.33,,,,,,,,,,,,,,,,
5,0.35,12.83,,,,,,,,,,,,,,,,
5,0.35,12.83,,,,,,,,,,,,,,,,
5,0.34,12,,,,,,,,,,,,,,,,
5,0.34,12,,,,,,,,,,,,,,,,
5,0.34,12,,,,,,,,,,,,,,,,
5,0.32,12.83,,,,,,,,,,,,,,,,
5,0.32,12.83,,,,,,,,,,,,,,,,
10,0.21,15.17,,,,,,,,,,,,,,,,
10,0.21,15.17,,,,,,,,,,,,,,,,
5,0.3,12.17,,,,,,,,,,,,,,,,
5,0.3,12.17,,,,,,,,,,,,,,,,
5,0.3,12.17,,,,,,,,,,,,,,,,
5,0.31,13.5,,,,,,,,,,,,,,,,
5,0.31,13.5,,,,,,,,,,,,,,,,
5,0.26,12.67,,,,,,,,,,,,,,,,
5,0.26,12.67,,,,,,,,,,,,,,,,
5,0.27,14.83,,,,,,,,,,,,,,,,
5,0.27,14.83,,,,,,,,,,,,,,,,
5,0.28,12.17,,,,,,,,,,,,,,,,
5,0.28,12.17,,,,,,,,,,,,,,,,
5,0.26,13.67,,,,,,,,,,,,,,,,
5,0.26,13.67,,,,,,,,,,,,,,,,
10,0.24,13.67,,,,,,,,,,,,,,,,
10,0.24,14.83,,,,,,,,,,,,,,,,
10,0.25,14.83,,,,,,,,,,,,,,,,
5,0.25,12.17,,,,,,,,,,,,,,,,
5,0.29,12.17,,,,,,,,,,,,,,,,
5,0.29,11.17,,,,,,,,,,,,,,,,
5,0.29,11.17,,,,,,,,,,,,,,,,
5,0.35,11.17,,,,,,,,,,,,,,,,
5,0.35,12.5,,,,,,,,,,,,,,,,
5,0.35,12.5,,,,,,,,,,,,,,,,
5,0.33,12.5,,,,,,,,,,,,,,,,
5,0.33,13.67,,,,,,,,,,,,,,,,
5,0.31,13.67,,,,,,,,,,,,,,,,
5,0.28,14,,,,,,,,,,,,,,,,
5,0.28,15,,,,,,,,,,,,,,,,
5,0.34,2.5,,,,,,,,,,,,,,,,
10,0.24,8.83,,,,,,,,,,,,,,,,
10,0.24,8.83,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
5,0.26,6.5,,,,,,,,,,,,,,,,
5,0.26,6.5,,,,,,,,,,,,,,,,
5,0.26,6.5,,,,,,,,,,,,,,,,
5,0.26,6.5,,,,,,,,,,,,,,,,
10,0.24,6.67,,,,,,,,,,,,,,,,
10,0.24,6.67,,,,,,,,,,,,,,,,
10,0.24,6.67,,,,,,,,,,,,,,,,
10,0.24,6.67,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
10,0.21,9.17,,,,,,,,,,,,,,,,
5,0.3,3.33,,,,,,,,,,,,,,,,
5,0.29,9.33,,,,,,,,,,,,,,,,
5,0.3,3.33,,,,,,,,,,,,,,,,
5,0.29,9.33,,,,,,,,,,,,,,,,
5,0.33,9.5,,,,,,,,,,,,,,,,
5,0.33,9.5,,,,,,,,,,,,,,,,
5,0.33,9.5,,,,,,,,,,,,,,,,
5,0.33,9.5,,,,,,,,,,,,,,,,
5,0.3,9.33,,,,,,,,,,,,,,,,
5,0.3,9.33,,,,,,,,,,,,,,,,
5,0.3,9.33,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
5,0.31,11.67,,,,,,,,,,,,,,,,
5,0.31,11.67,,,,,,,,,,,,,,,,
5,0.29,12.17,,,,,,,,,,,,,,,,
5,0.29,12.17,,,,,,,,,,,,,,,,
5,0.29,12.17,,,,,,,,,,,,,,,,
5,0.3,16.83,,,,,,,,,,,,,,,,
5,0.3,16.83,,,,,,,,,,,,,,,,
5,0.3,16.83,,,,,,,,,,,,,,,,
5,0.3,16.83,,,,,,,,,,,,,,,,
5,0.28,16.67,,,,,,,,,,,,,,,,
5,0.28,16.67,,,,,,,,,,,,,,,,
10,0.29,20.67,,,,,,,,,,,,,,,,
10,0.29,20.67,,,,,,,,,,,,,,,,
10,0.29,20.67,,,,,,,,,,,,,,,,
10,0.29,20.67,,,,,,,,,,,,,,,,
10,0.29,21,,,,,,,,,,,,,,,,
10,0.29,21,,,,,,,,,,,,,,,,
10,0.31,20.67,,,,,,,,,,,,,,,,
10,0.31,20.67,,,,,,,,,,,,,,,,
10,0.31,20.67,,,,,,,,,,,,,,,,
5,0.32,19.17,,,,,,,,,,,,,,,,
5,0.32,19.17,,,,,,,,,,,,,,,,
10,0.34,21.33,,,,,,,,,,,,,,,,
10,0.34,22.67,,,,,,,,,,,,,,,,
10,0.34,22.67,,,,,,,,,,,,,,,,
10,0.34,22.67,,,,,,,,,,,,,,,,
10,0.37,21.67,,,,,,,,,,,,,,,,
10,0.37,21.67,,,,,,,,,,,,,,,,
10,0.37,21.67,,,,,,,,,,,,,,,,
10,0.38,22.33,,,,,,,,,,,,,,,,
10,0.38,22.33,,,,,,,,,,,,,,,,
10,0.38,22.33,,,,,,,,,,,,,,,,
10,0.38,22.33,,,,,,,,,,,,,,,,
10,0.38,22.33,,,,,,,,,,,,,,,,
10,0.34,23.5,,,,,,,,,,,,,,,,
10,0.34,23.5,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.32,23,,,,,,,,,,,,,,,,
10,0.32,23,,,,,,,,,,,,,,,,
10,0.32,23,,,,,,,,,,,,,,,,
10,0.32,23,,,,,,,,,,,,,,,,
10,0.33,23.5,,,,,,,,,,,,,,,,
10,0.33,23.5,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.33,22.67,,,,,,,,,,,,,,,,
10,0.36,23.83,,,,,,,,,,,,,,,,
10,0.36,23.83,,,,,,,,,,,,,,,,
10,0.36,23.83,,,,,,,,,,,,,,,,
10,0.33,24.5,,,,,,,,,,,,,,,,
10,0.33,24.5,,,,,,,,,,,,,,,,
10,0.35,22.83,,,,,,,,,,,,,,,,
10,0.35,22.83,,,,,,,,,,,,,,,,
10,0.22,25.5,,,,,,,,,,,,,,,,
10,0.22,25.5,,,,,,,,,,,,,,,,
10,0.22,25.5,,,,,,,,,,,,,,,,
10,0.23,25.5,,,,,,,,,,,,,,,,
10,0.23,25.5,,,,,,,,,,,,,,,,
10,0.23,25.5,,,,,,,,,,,,,,,,
10,0.24,23,,,,,,,,,,,,,,,,
10,0.24,23,,,,,,,,,,,,,,,,
10,0.22,23,,,,,,,,,,,,,,,,
10,0.22,23,,,,,,,,,,,,,,,,
10,0.22,23,,,,,,,,,,,,,,,,
10,0.26,24.67,,,,,,,,,,,,,,,,
10,0.26,24.67,,,,,,,,,,,,,,,,
10,0.26,24.67,,,,,,,,,,,,,,,,
10,0.17,26.17,,,,,,,,,,,,,,,,
10,0.17,26.17,,,,,,,,,,,,,,,,
10,0.2,25.33,,,,,,,,,,,,,,,,
10,0.2,25.33,,,,,,,,,,,,,,,,
10,0.2,25.33,,,,,,,,,,,,,,,,
10,0.16,26.5,,,,,,,,,,,,,,,,
10,0.16,26.5,,,,,,,,,,,,,,,,
10,0.16,26.5,,,,,,,,,,,,,,,,
10,0.11,24.17,,,,,,,,,,,,,,,,
10,0.11,24.17,,,,,,,,,,,,,,,,
10,0.11,24.17,,,,,,,,,,,,,,,,
